interaction_id,lead_id,session_id,visitor_id,timestamp,page_name,page_category,page_url,page_depth,event_type,event_name,event_value,button_name,button_location,cta_type,form_name,form_step,form_completed,session_duration_seconds,time_on_page_seconds,scroll_depth_percent,click_count,mouse_activity_score,device_type,browser,operating_system,screen_size,traffic_source,utm_source,utm_medium,utm_campaign,referrer_type,session_number,is_return_visitor,previous_session_gap_days,funnel_stage
INT-051089,LEAD-00823,S-E40EEA40A9C0,V-73943997FF,2026-02-26 23:50:40,Integrations,product,/integrations,3,track,page_view,0.03,Contact Sales,hero,banner,,,False,829.0,238,63,10,0.57,Mobile,Chrome,iOS 17,375x667,direct,linkedin,social,startup_founders,referral,12,True,2.0,Consideration
INT-053357,LEAD-01471,S-8C0AC9984927,V-F47D24A8DB,2026-02-21 04:20:00,About,about,/about,2,track,page_view,0.01,,,primary,,,False,543.0,30,91,10,0.97,Desktop,Chrome,macOS Sonoma,2560x1440,direct,,,bfsi_jan,referral,2,True,17.0,Awareness
INT-006468,LEAD-00273,S-0BC4C24600FA,V-C35CAC8D5B,2026-05-17 11:55:46,Free Trial,conversion,/free-trial,6,track,page_view,0.02,Try Free,sidebar,banner,free_trial_form,1.0,False,1780.0,98,53,5,0.61,Mobile,Firefox,iOS 16,414x896,google,google,cpc,enterprise_q1,email,13,True,14.0,Decision
INT-066112,LEAD-00003,S-8A9903647034,V-06101CAEF9,2026-03-05 17:21:02,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.49,Request Demo,inline,inline,,,False,813.0,197,22,1,0.32,Mobile,Chrome,Android 14,360x780,google,google,cpc,bfsi_jan,direct,4,True,12.0,Consideration
INT-011807,LEAD-00692,S-20E2EC344F86,V-920C644441,2026-02-10 06:08:26,Careers,company,/careers,1,track,page_view,0.02,Download PDF,sidebar,secondary,,,False,57.0,20,64,1,0.73,Tablet,Chrome,Windows 11,820x1180,linkedin,linkedin,social,enterprise_q1,social,1,False,,Awareness
INT-009794,LEAD-00158,S-8C516A50C1EA,V-E4CEFDE9ED,2026-04-30 03:43:37,About,about,/about,2,track,page_view,0.04,View Pricing,navbar,banner,,,False,677.0,166,21,12,0.43,Mobile,Chrome,Android 14,360x780,google,google,cpc,enterprise_q1,,2,True,7.0,Awareness
INT-012968,LEAD-01887,S-60D1AE060BFA,V-04CC99FBB8,2026-03-10 15:14:07,Demo,conversion,/demo,6,track,page_view,0.05,Request Demo,inline,primary,demo_request_form,3.0,False,650.0,45,21,10,0.52,Mobile,Chrome,Android 13,390x844,email_campaign,newsletter,email,bfsi_jan,search,7,True,21.0,Evaluation
INT-036165,LEAD-00040,S-FBD6B8E69183,V-F9C932215E,2026-05-13 19:16:23,Free Trial,conversion,/free-trial,6,track,page_view,0.09,Try Free,sidebar,secondary,free_trial_form,3.0,False,1130.0,282,39,3,0.76,Desktop,Chrome,macOS Ventura,1920x1080,direct,,cpc,startup_apr,direct,8,True,4.0,Evaluation
INT-030763,LEAD-01957,S-2B58A13B01B1,V-B939E3B9CF,2026-02-17 12:45:33,Blog,blog,/blog,2,track,blog_read,0.17,Contact Sales,inline,banner,,,False,1099.0,287,96,8,0.71,Desktop,Firefox,Linux,1440x900,organic,google,organic,,search,1,False,,Awareness
INT-015242,LEAD-01795,S-FAA52A4B3B46,V-4C25763FA5,2026-01-29 10:20:43,Partners,partnerships,/partners,3,track,page_view,0.01,Register Now,navbar,inline,,,False,550.0,20,97,11,0.86,Desktop,Chrome,Windows 10,1920x1080,email_campaign,newsletter,email,retargeting,search,3,True,8.0,Consideration
INT-068129,LEAD-01148,S-944EE03D4041,V-0A35D3FEC2,2026-04-02 04:23:32,Free Trial,conversion,/free-trial,6,track,page_view,0.05,Try Free,,primary,free_trial_form,3.0,False,143.0,179,49,8,0.51,Mobile,Edge,iOS 16,414x896,facebook,facebook,,startup_apr,search,10,True,2.0,Decision
INT-043971,LEAD-00608,S-2801B0DD2FBB,V-394D67DFD8,2026-04-23 18:18:40,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.3,Request Demo,hero,secondary,,,False,1203.0,204,87,1,0.9,Mobile,Safari,iOS 17,390x844,linkedin,linkedin,,brand_awareness,direct,9,True,0.0,Evaluation
INT-000520,LEAD-00738,S-18CE16EB4B72,V-C469E862B2,2026-05-29 15:27:25,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.48,Read Case Study,footer,primary,,,False,,188,28,10,0.43,Mobile,Opera,iOS 17,390x844,linkedin,linkedin,social,healthcare_mar,email,6,True,1.0,Evaluation
INT-014702,LEAD-01197,S-98A8D2ABCFE0,V-8B4F6C66CA,2026-03-16 11:17:35,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.46,Register Now,footer,banner,,,False,1036.0,227,23,4,0.75,Mobile,Chrome,iOS 16,414x896,facebook,facebook,social,retargeting,,6,True,2.0,Decision
INT-009537,LEAD-00565,S-F085E056B2C5,V-2050CE6A49,2026-05-15 02:03:19,Landing Page,landing,/lp/campaign,2,track,page_view,0.02,Book a Call,inline,,,,False,928.0,150,73,12,0.65,Desktop,Chrome,macOS Ventura,1920x1080,linkedin,linkedin,social,,direct,5,True,11.0,Consideration
INT-029881,LEAD-01737,S-11A7EECF72CA,V-571AC6DA98,2026-04-28 18:31:35,Features,product,/features,3,track,page_view,0.07,WhatsApp Us,navbar,,,,False,453.0,238,34,6,0.38,Desktop,Brave,Windows 11,1920x1080,referral,partner,referral,startup_apr,referral,5,True,3.0,Decision
INT-051578,LEAD-00484,S-5D6F0783092D,V-FD8D0E6176,2026-04-11 13:47:47,Home,home,/,1,track,page_view,0.02,Try Free,hero,primary,,,False,84.0,24,45,3,0.46,Mobile,Edge,iOS 16,360x780,google,google,cpc,brand_awareness,social,2,True,24.0,Awareness
INT-032704,LEAD-01158,S-3D188CE9685C,V-BE44AB6671,2026-03-08 21:20:33,Pricing,pricing,/pricing,5,track,pricing_page_view,0.99,View Pricing,navbar,,,,False,1487.0,281,53,9,0.9,Mobile,Chrome,iOS 17,414x896,facebook,facebook,,,referral,6,True,19.0,Evaluation
INT-008865,LEAD-00539,S-BEEB4242672C,V-C2FD72338F,2026-05-07 03:55:03,Integrations,product,/integrations,3,track,page_view,0.09,View Pricing,inline,primary,,,False,1389.0,224,66,8,0.31,Mobile,Chrome,Android 14,375x667,linkedin,linkedin,social,bfsi_jan,direct,3,True,2.0,Awareness
INT-042555,LEAD-00626,S-06107B471A92,V-72BEDD7A19,2026-02-26 03:45:29,Landing Page,landing,/lp/campaign,2,track,page_view,0.03,Request Demo,footer,,,,False,315.0,28,83,3,0.96,Mobile,Chrome,Android 14,390x844,linkedin,linkedin,social,brand_awareness,,1,False,,Awareness
INT-008738,LEAD-00475,S-7E9A28D43080,V-2B8EC9D5AB,2026-03-11 07:31:56,Changelog,product,/changelog,2,track,page_view,0.05,Try Free,,secondary,,,False,658.0,295,22,2,0.81,Mobile,Chrome,iOS 16,375x667,google,google,cpc,startup_founders,referral,3,True,4.0,Awareness
INT-060843,LEAD-00077,S-B640418E04FC,V-6F4FC543C0,2026-02-03 04:07:30,Integrations,product,/integrations,3,track,page_view,0.07,Learn More,inline,primary,,,False,788.0,173,27,3,0.69,Mobile,Chrome,Android 13,375x667,direct,,,startup_apr,search,2,True,8.0,Awareness
INT-027546,LEAD-01817,S-3B6771133AAF,V-2B58E1DEDB,2026-05-18 14:50:01,Webinar,events,/webinar,3,track,page_view,0.09,Register Now,hero,inline,webinar_register_form,2.0,False,679.0,198,83,12,0.71,Mobile,Chrome,iOS 17,360x780,direct,newsletter,email,startup_apr,social,7,True,3.0,Evaluation
INT-012641,LEAD-01511,S-F31F50A37A46,V-5745B8B84A,2026-05-07 14:00:29,Integrations,product,/integrations,3,track,page_view,0.03,,inline,banner,,,False,1626.0,51,88,12,0.76,Mobile,Chrome,Android 14,390x844,direct,,,,search,4,True,20.0,Consideration
INT-054534,LEAD-00182,S-3D925155F7CB,V-74812BFFED,2026-03-05 15:01:32,ROI Calculator,tools,/roi-calculator,5,track,page_view,0.02,Watch Demo,sidebar,inline,,,False,1535.0,198,18,10,0.83,Mobile,Chrome,Android 13,360x780,google,,cpc,healthcare_mar,search,6,True,1.0,Consideration
INT-062979,LEAD-00589,S-53C3C9FFC5AA,V-F78C576687,2026-03-18 15:53:27,Demo,conversion,/demo,6,track,page_view,0.03,Request Demo,,banner,demo_request_form,3.0,False,471.0,138,94,1,0.54,Desktop,Safari,Windows 11,1920x1080,linkedin,linkedin,social,enterprise_q1,,3,True,9.0,Consideration
INT-043132,LEAD-01041,S-EF1E9EA13A3C,V-A09C706768,2026-04-30 09:46:44,Features,product,/features,3,track,page_view,0.06,Watch Demo,footer,banner,,,False,194.0,287,66,3,0.36,Desktop,Chrome,Windows 10,2560x1440,direct,,social,healthcare_mar,,10,True,0.0,Awareness
INT-053238,LEAD-01497,S-22272BE8DA78,V-9AA691AB8F,2026-05-30 14:34:10,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.42,Register Now,,banner,,,False,905.0,249,89,7,0.38,Mobile,Chrome,Android 14,375x667,direct,,,product_launch,email,5,True,12.0,Evaluation
INT-026042,LEAD-00948,S-22709E0048EC,V-4FD9231A77,2026-04-04 02:28:03,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.44,Book a Call,navbar,inline,,,False,1162.0,208,84,4,0.34,Mobile,Chrome,Android 13,390x844,direct,facebook,,bfsi_jan,,6,True,2.0,Evaluation
INT-072763,LEAD-OUTLIER-017,S-E0F78FF7C4A6,V-D774BEA64E,2026-03-24 08:59:34,Docs,product,/docs,3,track,page_view,0.04,Try Free,,secondary,,,False,66.0,172,73,8,0.41,Mobile,Chrome,iOS 17,390x844,organic,google,organic,bfsi_jan,email,3,True,9.0,Consideration
INT-018851,LEAD-00336,S-542E7E9FD0C2,V-4D97AC064A,2026-05-01 01:30:01,Webinar,events,/webinar,3,track,webinar_registration,0.38,Register Now,navbar,banner,webinar_register_form,2.0,True,1485.0,120,32,3,0.83,Mobile,Firefox,Android 13,375x667,google,google,cpc,startup_apr,direct,10,True,3.0,Consideration
INT-050544,LEAD-01411,S-0A4857336F29,V-DDB061D855,2026-04-05 05:55:30,Demo,conversion,/demo,6,track,resource_view,0.16,Request Demo,inline,,demo_request_form,3.0,False,6.0,2,98,2,0.41,Mobile,Chrome,iOS 17,414x896,direct,,,startup_founders,social,2,True,25.0,Awareness
INT-021398,LEAD-01721,S-7E9C6A802983,V-36ECCCE598,2026-03-18 17:50:05,Blog,blog,/blog,2,track,blog_read,0.15,,footer,secondary,,,False,523.0,25,25,5,0.61,Tablet,Chrome,iPadOS 17,820x1180,referral,partner,referral,,social,7,True,4.0,Evaluation
INT-022493,LEAD-01740,S-0F10B1507840,V-EB8D7030AB,2026-03-25 19:56:15,Integrations,product,/integrations,3,track,page_view,0.06,Book a Call,inline,inline,,,False,727.0,46,94,7,0.3,Mobile,,Android 13,375x667,referral,partner,,startup_founders,,4,True,12.0,Consideration
INT-005235,LEAD-00844,S-A0541FED9095,V-DC968245A9,2026-02-25 04:33:20,Landing Page,landing,/lp/campaign,2,track,page_view,0.05,Learn More,hero,,,,False,366.0,274,31,11,0.68,Desktop,Edge,macOS Sonoma,1440x900,linkedin,linkedin,social,startup_founders,,2,True,1.0,Evaluation
INT-046422,LEAD-00432,S-EB4FA759BB6D,V-B16E64345F,2026-04-03 17:38:46,Security,trust,/security,4,track,page_view,0.05,Contact Sales,navbar,primary,,,False,1138.0,47,22,9,0.93,Mobile,Chrome,Android 13,360x780,google,google,cpc,brand_awareness,social,3,True,21.0,Consideration
INT-061872,LEAD-01839,S-6C19FC288B74,V-871347C802,2026-04-03 16:45:39,Webinar,events,/webinar,3,track,page_view,0.04,Register Now,navbar,primary,webinar_register_form,3.0,False,1301.0,181,24,8,0.61,Mobile,,iOS 17,375x667,email_campaign,newsletter,email,product_launch,direct,6,True,16.0,Consideration
INT-036624,LEAD-01057,S-7798C6B9B320,V-A828996540,2026-05-07 15:25:52,Webinar,events,/webinar,3,track,webinar_registration,0.58,Register Now,sidebar,banner,webinar_register_form,3.0,True,900.0,233,41,4,0.58,Mobile,Chrome,Android 13,414x896,facebook,facebook,,bfsi_jan,email,5,True,2.0,Consideration
INT-026344,LEAD-00843,S-4B26F111AB00,V-1CA3CA9B7A,2026-05-31 16:02:44,Testimonials,social_proof,/testimonials,4,track,page_view,0.03,,inline,banner,,,False,1066.0,124,25,6,0.83,Mobile,Safari,iOS 16,360x780,direct,linkedin,social,product_launch,search,6,True,3.0,Evaluation
INT-042399,LEAD-00552,S-5B2E8414D884,V-91D06498C6,2026-05-15 23:49:27,Case Studies,social_proof,/case-studies,4,track,page_view,0.05,WhatsApp Us,,inline,,,False,1094.0,93,64,1,0.36,Mobile,Chrome,Android 14,390x844,linkedin,linkedin,social,retargeting,search,1,False,,Awareness
INT-035228,LEAD-01410,S-178CB62AF357,V-D0A4C554A3,2026-04-26 11:38:51,Security,trust,/security,4,track,page_view,0.06,Watch Demo,sidebar,secondary,,,False,692.0,111,42,9,0.53,Mobile,Safari,iOS 17,360x780,direct,,,startup_founders,,4,True,14.0,Consideration
INT-061012,LEAD-01911,S-9DD56F24041A,V-45D3E52BE5,2026-04-09 09:15:05,Landing Page,landing,/lp/campaign,2,track,scroll,0.03,WhatsApp Us,,,,,False,9.0,1,98,0,0.11,Desktop,,Windows 11,1440x900,direct,google,organic,startup_apr,search,1,False,,Awareness
INT-010574,LEAD-00111,S-837D480B2506,V-A978A5974E,2026-01-26 12:52:21,Changelog,product,/changelog,2,track,page_view,0.09,Read Case Study,sidebar,inline,,,False,666.0,83,22,8,0.49,Mobile,Chrome,Android 14,375x667,google,google,cpc,bfsi_jan,referral,2,True,7.0,Awareness
INT-069445,LEAD-00137,S-321B6AD01795,V-B2D5249B8E,2026-02-10 06:19:23,Features,product,/features,3,track,page_view,0.05,,footer,banner,,,False,124.0,223,72,12,0.59,Desktop,Chrome,Linux,1440x900,google,google,cpc,healthcare_mar,direct,13,True,3.0,Awareness
INT-041963,LEAD-00708,S-2C0B39F32B6F,V-5C010426D2,2026-05-05 02:57:58,Docs,product,/docs,3,track,page_view,0.05,Read Case Study,footer,inline,,,False,1567.0,182,76,6,0.46,Tablet,Chrome,iPadOS 17,820x1180,linkedin,linkedin,social,retargeting,referral,9,True,32.0,Decision
INT-014364,LEAD-00297,S-0D1A3B3A7032,V-B2FB5732F8,2026-03-20 11:34:46,,conversion,/contact,5,track,contact_form_submit,0.86,Contact Sales,inline,,contact_form,1.0,True,1718.0,206,35,3,0.72,Tablet,Chrome,Windows 11,820x1180,google,google,cpc,startup_apr,direct,10,True,2.0,Decision
INT-046583,LEAD-00466,S-8EEE504D524D,V-5609F38505,2026-01-14 04:17:24,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.36,Learn More,hero,,,,False,1234.0,176,14,9,0.96,Mobile,Edge,iOS 16,360x780,google,google,cpc,bfsi_jan,social,2,True,4.0,Awareness
INT-037550,LEAD-00152,S-A7E7676A3D6D,V-C081FC4376,2026-04-04 19:47:10,Features,product,/features,3,track,page_view,0.02,Try Free,,secondary,,,False,894.0,82,85,5,0.61,Desktop,Safari,macOS Sonoma,1440x900,google,google,cpc,startup_apr,direct,1,False,,Awareness
INT-024474,LEAD-01106,S-DD8F66937EA7,V-72C5965871,2026-05-20 18:11:10,Testimonials,social_proof,/testimonials,4,track,page_view,0.05,Book a Call,hero,secondary,,,False,1117.0,184,41,1,0.39,Mobile,Chrome,iOS 16,390x844,facebook,facebook,social,bfsi_jan,search,5,True,38.0,Consideration
INT-042666,LEAD-00065,S-F1DAE8F6914C,V-3A4A3C92E6,2026-03-25 04:30:32,Resources,resources,/resources,2,track,resource_view,0.09,Download PDF,inline,primary,,,False,55.0,15,43,2,0.44,Desktop,Opera,Windows 11,1440x900,google,google,,,,1,False,,Awareness
INT-043786,LEAD-01121,S-4E49CBE84D03,V-FCEE667F3E,2026-05-03 12:18:21,Webinar,events,/webinar,3,track,page_view,0.02,Register Now,footer,inline,webinar_register_form,3.0,False,379.0,253,73,4,0.61,Mobile,Safari,Android 14,414x896,facebook,facebook,social,bfsi_jan,direct,5,True,5.0,Consideration
INT-008481,LEAD-01534,S-C164D18D7710,V-F9E9A9A199,2026-04-10 01:06:08,Docs,product,/docs,3,track,page_view,0.05,Download PDF,footer,,,,False,350.0,170,68,12,0.59,Mobile,Chrome,iOS 17,375x667,direct,,,enterprise_q1,referral,23,True,3.0,Consideration
INT-044644,LEAD-01930,S-C25298903865,V-6C150094D0,2026-04-13 06:50:28,Testimonials,social_proof,/testimonials,4,track,page_view,0.1,Request Demo,inline,,,,False,494.0,146,95,2,0.97,Mobile,Firefox,iOS 16,375x667,direct,google,organic,,direct,12,True,4.0,Decision
INT-056385,LEAD-01813,S-4A8D617DCBCD,V-E1FE70C184,2026-02-17 14:26:03,ROI Calculator,tools,/roi-calculator,5,track,page_view,0.07,View Pricing,sidebar,,,,False,764.0,118,54,12,0.95,Mobile,Chrome,Android 14,360x780,email_campaign,newsletter,email,bfsi_jan,search,4,True,2.0,Evaluation
INT-030114,LEAD-00610,S-15E22C235EA0,V-EE9422BE0B,2026-05-04 13:30:23,Pricing,pricing,/pricing,5,track,pricing_page_view,0.62,View Pricing,footer,secondary,,,False,1754.0,171,21,4,0.59,Mobile,Chrome,Android 14,360x780,direct,linkedin,social,enterprise_q1,referral,10,True,6.0,Decision
INT-051846,LEAD-01864,S-A4BACC3824F9,V-B5DA46C9E1,2026-05-19 03:25:23,Pricing,pricing,/pricing,5,track,scroll,0.02,View Pricing,navbar,,,,False,5.0,8,30,0,0.32,Mobile,Firefox,iOS 16,375x667,email_campaign,newsletter,,retargeting,referral,3,True,14.0,Awareness
INT-030647,LEAD-00368,S-3B90207876DC,V-904407CA7C,2026-02-23 05:57:02,Blog,blog,/blog,2,track,blog_read,0.16,Read Case Study,,banner,,,False,1230.0,229,35,2,0.56,Mobile,Chrome,Android 13,390x844,google,,cpc,startup_founders,search,5,True,2.0,Consideration
INT-035281,LEAD-00696,S-1729ED0C94D6,V-2AA754F6D2,2026-02-16 05:02:44,Webinar,events,/webinar,3,track,webinar_registration,0.58,Register Now,hero,secondary,webinar_register_form,3.0,True,922.0,256,57,4,0.44,Desktop,Chrome,Linux,1366x768,linkedin,linkedin,social,enterprise_q1,social,4,True,3.0,Consideration
INT-038317,LEAD-01050,S-9B5CC1416135,V-7889B4679C,2026-04-19 20:17:31,Blog,blog,/blog,2,track,blog_read,0.18,WhatsApp Us,navbar,banner,,,False,1078.0,248,95,3,0.39,Desktop,Edge,Linux,2560x1440,facebook,facebook,social,brand_awareness,referral,8,True,4.0,Evaluation
INT-072749,LEAD-OUTLIER-016,S-2D8BCCCDBC31,V-5F1BFBEE35,2026-05-22 20:46:23,Home,home,/,1,track,page_view,0.03,View Pricing,footer,secondary,,,False,1443.0,100,37,3,0.57,Mobile,Firefox,iOS 16,390x844,direct,facebook,social,healthcare_mar,email,8,True,1.0,Evaluation
INT-006753,LEAD-01799,S-11E56926E657,V-8C2A78CD2A,2026-01-11 23:48:22,ROI Calculator,tools,/roi-calculator,5,track,page_view,0.01,View Pricing,,inline,,,False,757.0,168,38,9,0.55,Mobile,Chrome,Android 14,375x667,email_campaign,newsletter,email,startup_apr,social,1,False,,Awareness
INT-002325,LEAD-00370,S-49447D7A29FB,V-A469831903,2026-03-26 08:47:04,Features,product,/features,3,track,page_view,0.07,,hero,primary,,,False,466.0,287,33,12,0.93,Mobile,Chrome,Android 14,375x667,google,google,cpc,brand_awareness,referral,4,True,20.0,Consideration
INT-055152,LEAD-00369,S-11C0DA6F3EB5,V-585D55675D,2026-05-13 23:29:55,Integrations,product,/integrations,3,track,page_view,0.07,Try Free,footer,banner,,,False,13.0,4,28,1,0.4,Desktop,Chrome,macOS Sonoma,1440x900,direct,google,,product_launch,email,5,True,10.0,Awareness
INT-005149,LEAD-00939,S-A6F11012D5F0,V-10F6F1F3D8,2026-05-14 01:43:36,Demo,conversion,/demo,6,track,page_view,0.02,Request Demo,navbar,banner,demo_request_form,2.0,False,616.0,83,87,12,0.67,Desktop,Chrome,Linux,1440x900,facebook,facebook,social,healthcare_mar,search,6,True,4.0,Decision
INT-033396,LEAD-00447,S-8D9AB7C9AC83,V-7252235B3E,2026-02-21 21:55:48,Partners,partnerships,/partners,3,track,page_view,0.04,Watch Demo,inline,,,,False,67.0,22,81,0,0.51,Desktop,,Linux,2560x1440,google,google,cpc,startup_apr,direct,1,False,,Awareness
INT-049015,LEAD-00650,S-91C9E3397AAC,V-41CB5E5C3E,2026-03-25 06:15:56,Free Trial,conversion,/free-trial,6,track,free_trial_start,0.91,Try Free,footer,inline,free_trial_form,1.0,True,1129.0,181,61,12,0.42,Mobile,Edge,iOS 17,390x844,linkedin,linkedin,social,enterprise_q1,search,11,True,2.0,Decision
INT-037579,LEAD-00152,S-BCC2B3B40A17,V-C081FC4376,2026-05-23 08:22:25,Pricing,pricing,/pricing,5,track,pricing_page_view,0.55,View Pricing,sidebar,secondary,,,False,354.0,81,32,6,0.64,Desktop,Safari,Linux,2560x1440,google,google,cpc,startup_apr,search,6,True,23.0,Consideration
INT-060422,LEAD-00067,S-F39297F885AF,V-0BD21258D3,2026-03-15 11:09:30,Home,home,/,1,track,page_view,0.08,View Pricing,,secondary,,,False,1037.0,230,22,4,0.82,Desktop,Chrome,Windows 10,2560x1440,google,google,cpc,healthcare_mar,,6,True,2.0,Evaluation
INT-014949,LEAD-01163,S-1DBA87AA5377,V-BBA075E469,2026-02-18 06:10:09,Pricing,pricing,/pricing,5,track,pricing_page_view,0.96,View Pricing,inline,primary,,,False,,261,99,4,0.65,Mobile,Chrome,Android 13,390x844,facebook,facebook,social,retargeting,,1,False,,Awareness
INT-017621,LEAD-01333,S-6A79393DF0DE,V-8CB145B18E,2026-05-14 08:57:08,Webinar,events,/webinar,3,track,page_view,0.04,Register Now,inline,primary,webinar_register_form,2.0,False,640.0,195,66,6,0.57,Mobile,,Android 14,414x896,instagram,instagram,social,startup_founders,,3,True,31.0,Consideration
INT-040336,LEAD-01134,S-E187C501116F,V-A29DAABBAF,2026-04-27 18:25:19,Partners,partnerships,/partners,3,track,page_view,0.02,Watch Demo,inline,primary,,,False,1069.0,265,16,3,0.52,Mobile,Chrome,iOS 16,414x896,facebook,facebook,social,startup_founders,social,2,True,10.0,Awareness
INT-051924,LEAD-01520,S-DDDEAB5477DB,V-25F8015B33,2026-04-03 12:07:01,Blog,blog,/blog,2,track,blog_read,0.07,WhatsApp Us,inline,banner,,,False,1459.0,276,44,6,0.67,Desktop,Safari,Windows 11,1366x768,direct,,,,referral,4,True,30.0,Consideration
INT-047570,LEAD-01522,S-CC076504991B,V-9583400899,2026-01-21 21:56:52,Contact,conversion,/contact,5,track,page_view,0.01,Contact Sales,hero,secondary,contact_form,2.0,False,1543.0,262,37,2,0.51,Desktop,Safari,Windows 11,1366x768,direct,,,healthcare_mar,search,2,True,0.0,Awareness
INT-014395,LEAD-00945,S-6BB00EE0D351,V-2F308B65D6,2026-04-06 12:42:13,Security,trust,/security,4,track,page_view,0.09,,hero,primary,,,False,1274.0,272,64,10,0.71,Mobile,Firefox,iOS 16,360x780,facebook,facebook,social,retargeting,email,3,True,7.0,Awareness
INT-047427,LEAD-00253,S-254B856EE25E,V-1CA6E17D31,2026-01-22 10:22:31,Integrations,product,/integrations,3,track,page_view,0.07,Book a Call,footer,primary,,,False,724.0,240,13,12,1.0,Desktop,Firefox,macOS Sonoma,1440x900,google,,cpc,retargeting,referral,1,False,,Awareness
INT-008252,LEAD-01534,S-7F589006DF9B,V-F9E9A9A199,2026-03-13 11:55:33,Features,product,/features,3,track,page_view,0.05,Register Now,inline,banner,,,False,363.0,169,10,10,0.46,Mobile,Chrome,Android 14,375x667,direct,,,enterprise_q1,social,4,True,3.0,Decision
INT-035967,LEAD-01940,S-A79145B4FCC5,V-DFC2698FD8,2026-02-10 11:26:08,Integrations,product,/integrations,3,track,page_view,0.01,Register Now,navbar,,,,False,3.0,7,22,3,0.33,Mobile,Safari,iOS 16,414x896,organic,google,organic,bfsi_jan,direct,3,True,11.0,Consideration
INT-024765,LEAD-01851,S-AF7FA165ECFB,V-A093A277F9,2026-01-20 10:22:12,Partners,partnerships,/partners,3,track,page_view,0.04,Book a Call,navbar,banner,,,False,662.0,108,15,9,0.65,Desktop,Firefox,Linux,1920x1080,direct,newsletter,,product_launch,email,1,False,,Awareness
INT-054742,LEAD-01917,S-45BC97A5994B,V-B9C071A5FF,2026-05-30 13:41:12,Integrations,product,/integrations,3,track,page_view,0.02,Try Free,,inline,,,False,133.0,51,57,2,0.57,Mobile,Chrome,Android 14,390x844,organic,google,organic,product_launch,referral,2,True,15.0,Awareness
INT-014870,LEAD-00200,S-7CF41A15C114,V-03E115DE9B,2026-02-18 10:18:59,Partners,partnerships,/partners,3,track,page_view,0.04,Get Started,navbar,inline,,,False,1707.0,150,63,12,0.63,Mobile,Chrome,Android 13,390x844,google,google,cpc,bfsi_jan,search,2,True,0.0,Awareness
INT-010609,LEAD-00111,S-FF82E90A86BA,V-A978A5974E,2026-05-16 20:50:56,Security,trust,/security,4,track,page_view,0.04,Request Demo,sidebar,inline,,,False,362.0,250,79,5,0.48,Mobile,Chrome,Android 14,390x844,direct,google,cpc,retargeting,,6,True,4.0,Evaluation
INT-012935,LEAD-01887,S-A7186E304E70,V-04CC99FBB8,2026-02-02 08:38:31,,product,/docs,3,track,page_view,0.07,Get Started,,primary,,,False,1437.0,172,45,11,0.68,Mobile,Chrome,iOS 17,414x896,email_campaign,newsletter,email,bfsi_jan,referral,2,True,6.0,Awareness
INT-045369,LEAD-01430,S-49124FC262B1,V-B9FB17FC54,2026-04-30 07:15:00,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.48,Try Free,footer,secondary,,,False,1184.0,49,31,2,0.9,Mobile,Chrome,iOS 17,375x667,direct,,,startup_apr,referral,3,True,7.0,Awareness
INT-013002,LEAD-01517,S-F80306B86636,V-2FE48EB887,2026-04-27 08:54:47,Case Studies,social_proof,/case-studies,4,track,page_view,0.02,Try Free,footer,secondary,,,False,353.0,17,85,2,0.52,Mobile,Edge,Android 13,390x844,direct,,,,search,2,True,4.0,Awareness
INT-037239,LEAD-00694,S-EFC2D01B86DE,V-B5F3E75EF3,2026-05-17 01:23:15,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.58,Get Started,navbar,,,,False,1455.0,298,24,11,0.64,Mobile,Chrome,iOS 16,360x780,linkedin,linkedin,social,startup_apr,search,11,True,21.0,Decision
INT-008237,LEAD-01534,S-39CF78BD8A60,V-F9E9A9A199,2026-03-09 11:20:29,Home,home,/,1,track,page_view,0.05,View Pricing,inline,,,,False,711.0,296,93,3,0.94,Mobile,Chrome,Android 13,375x667,direct,,,enterprise_q1,search,2,True,0.0,Awareness
INT-071704,LEAD-00121,S-995D297FCDCC,V-701D9CC642,2026-04-07 05:26:26,Pricing,pricing,/pricing,5,track,page_view,0.02,,navbar,banner,,,False,1145.0,135,93,4,0.52,Desktop,Safari,macOS Sonoma,1440x900,direct,google,cpc,bfsi_jan,direct,5,True,15.0,Evaluation
INT-014544,LEAD-01608,S-4ED1BFE2EA97,V-8554932691,2026-01-17 05:38:14,Case Studies,social_proof,/case-studies,4,track,page_view,0.02,Read Case Study,navbar,banner,,,False,64.0,209,96,11,0.76,Mobile,Safari,Android 14,390x844,referral,partner,referral,enterprise_q1,social,6,True,3.0,Consideration
